tenure_scaled,MonthlyCharges_scaled,ContractMonths_scaled,ServiceCount_scaled,MonthlyChargePerService_scaled,InternetService_scaled,SeniorCitizen_scaled,Dependents_scaled
-1.2774445836787656,-1.3213496211870024,-0.8282068960390321,-2.039807861258667,-0.3474222653198276,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.35136996512244845,-1.3213496211870024,0.37127103297657615,-0.456213640927451,-1.2028443713662629,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.7992939660427822,-1.5207546382825785,-0.8282068960390321,-0.456213640927451,-1.4081456768174072,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
-1.2774445836787656,0.37359302412539525,0.37127103297657615,-0.456213640927451,0.5422167249684651,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
1.4100994218432374,-0.4572612137728389,-0.8282068960390321,-0.456213640927451,-0.3132053810779702,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
1.4508197855632678,0.8388713973484064,-0.8282068960390321,1.1273805794037652,-0.0052534229012535134,1.1291017673503092,2.273158691738958,-0.6540119291623984
-0.38159658183809786,0.40682719364132464,-0.8282068960390321,1.1273805794037652,-0.30179975299735096,1.1291017673503092,-0.43991649313097614,1.5290240978948397
1.6137012404433893,0.2406563460616778,-0.8282068960390321,-0.456213640927451,0.40534918800103537,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
1.5322605130033284,1.3041497705714176,-0.8282068960390321,1.1273805794037652,0.31410416335608216,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
-1.2774445836787656,-1.5207546382825785,0.37127103297657615,-0.456213640927451,-1.4081456768174072,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-1.2774445836787656,-1.4875204687666492,-0.8282068960390321,-0.456213640927451,-1.37392879257555,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.06632741908223598,0.6394663802528302,1.5707489619921844,-0.456213640927451,0.8159517989033243,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
-0.1779947632379461,-0.4572612137728389,0.37127103297657615,1.1273805794037652,-0.8948924131895462,1.1291017673503092,2.273158691738958,1.5290240978948397
-0.5851984004382496,0.6727005497687596,-0.8282068960390321,1.1273805794037652,-0.11930970370744495,1.1291017673503092,2.273158691738958,-0.6540119291623984
-0.7073594915983407,-1.4875204687666492,-0.8282068960390321,-0.456213640927451,-1.37392879257555,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
-0.8702409464784621,1.0050422449280532,1.5707489619921844,1.1273805794037652,0.10880285790493793,1.1291017673503092,2.273158691738958,-0.6540119291623984
-0.8702409464784621,-0.3575587052250508,0.37127103297657615,-0.456213640927451,-0.21055472835239797,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-1.2774445836787656,0.17418800702981907,1.5707489619921844,1.1273805794037652,-0.461478546126019,1.1291017673503092,-0.43991649313097614,1.5290240978948397
0.18848851024232702,0.805637227832477,-0.8282068960390321,-0.456213640927451,0.9870362201126114,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
-0.4223169455581282,0.805637227832477,-0.8282068960390321,-0.456213640927451,0.9870362201126114,1.1291017673503092,-0.43991649313097614,1.5290240978948397
-1.2774445836787656,0.17418800702981907,-0.8282068960390321,-0.456213640927451,0.33691541951732057,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-1.2774445836787656,-1.5207546382825785,0.37127103297657615,-0.456213640927451,-1.4081456768174072,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
0.5549717837226001,0.5065297021891128,-0.8282068960390321,-0.456213640927451,0.6790842619358947,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
0.758573602322752,1.4038522791192056,1.5707489619921844,1.1273805794037652,0.38253793183979695,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.35136996512244845,1.3041497705714176,-0.8282068960390321,-0.456213640927451,1.5002894837404726,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-1.1145631287986442,0.10771966799796033,-0.8282068960390321,-0.456213640927451,0.2684816510336058,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.5142514200025698,0.805637227832477,-0.8282068960390321,1.1273805794037652,-0.028064679062491705,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
-0.13727439951791576,-0.15815368812947458,-0.8282068960390321,-0.456213640927451,-0.0052534229012535134,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
-0.7073594915983407,0.9053397363802651,1.5707489619921844,1.1273805794037652,0.040369089421223116,-0.8856597597457708,2.273158691738958,-0.6540119291623984
1.6137012404433893,-0.025217010065757134,-0.8282068960390321,-2.039807861258667,2.3214947055450503,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.7178532386027215,1.3041497705714176,1.5707489619921844,1.1273805794037652,0.31410416335608216,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
-0.21871512695797646,-1.45428629925072,-0.8282068960390321,-0.456213640927451,-1.3397119083336924,1.1291017673503092,-0.43991649313097614,1.5290240978948397
1.6137012404433893,0.6727005497687596,0.37127103297657615,-0.456213640927451,0.8501686831451817,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
0.758573602322752,0.17418800702981907,-0.8282068960390321,-0.456213640927451,0.33691541951732057,-0.8856597597457708,-0.43991649313097614,1.5290240978948397
1.125056875803025,0.9718080754121239,-0.8282068960390321,-0.456213640927451,1.1581206413218983,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-0.62591876415828,-1.5207546382825785,1.5707489619921844,1.1273805794037652,-1.624852610349171,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
1.6137012404433893,-1.45428629925072,-0.8282068960390321,-0.456213640927451,-1.3397119083336924,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
0.025607055362205634,1.3041497705714176,-0.8282068960390321,-0.456213640927451,1.5002894837404726,1.1291017673503092,-0.43991649313097614,-0.6540119291623984
1.369379058123207,1.3373839400873468,-0.8282068960390321,1.1273805794037652,0.33691541951732057,1.1291017673503092,2.273158691738958,1.5290240978948397
1.4915401492832983,1.3041497705714176,-0.8282068960390321,1.1273805794037652,0.31410416335608216,1.1291017673503092,-0.43991649313097614,1.5290240978948397
-1.1145631287986442,0.17418800702981907,0.37127103297657615,-0.456213640927451,0.33691541951732057,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
1.002895784642934,1.2044472620236295,1.5707489619921844,1.1273805794037652,0.24567039487236733,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
-0.9924020376385531,0.37359302412539525,0.37127103297657615,-0.456213640927451,0.5422167249684651,-0.8856597597457708,2.273158691738958,-0.6540119291623984
-0.748079855318371,-0.4572612137728389,1.5707489619921844,1.1273805794037652,-0.8948924131895462,-0.8856597597457708,-0.43991649313097614,-0.6540119291623984
